Location,Other Location Details,Size,Bedrooms,Bathrooms,Price,Property Type,Purchase Type
Kilimani,,None,3,4,160000,Apartment,Rent
Kilimani,,None,3,4,130000,Apartment,Rent
Kilimani,,None,3,4,130000,Apartment,Rent
Kilimani,,None,3,4,130000,Apartment,Rent
Kilimani,,None,0,1,70000,Apartment,Rent
Kilimani,,None,1,1,110000,Apartment,Rent
Kilimani,,None,2,3,160000,Apartment,Rent
Kilimani,,None,3,4,180000,Apartment,Rent
Kilimani,,None,3,4,110000,Apartment,Rent
Garden Estate,Roysambu,None,2,2,110000,Apartment,Rent
Garden Estate,Roysambu,None,2,2,110000,Apartment,Rent
Kilimani,,None,2,2,100000,Apartment,Rent
Lavington,,None,2,3,115000,Apartment,Rent
Nyari,Westlands,130 m²,3,3,350000,Apartment,Rent
Garden Estate,Roysambu,None,2,2,75000,Apartment,Rent
Westlands Area,Westlands,None,2,3,180000,Apartment,Rent
Kilimani,,None,2,2,90000,Apartment,Rent
Kileleshwa,,None,5,5,88000000,Apartment,Rent
Kilimani,,None,0,1,130000,Apartment,Rent
Lavington,,None,3,4,220000,Apartment,Rent
Kilimani,,None,0,1,140000,Apartment,Rent
General Mathenge,Westlands,None,3,5,450000,Apartment,Rent
Kilimani,,None,2,2,120000,Apartment,Rent
Kilimani,,None,3,3,75000,Apartment,Rent
01,"General Mathenge, Westlands",None,3,3,160000,Apartment,Rent
01,"Riverside, Westlands",None,3,3,160000,Apartment,Rent
Kileleshwa,,70 m²,1,1,55000,Apartment,Rent
Kilimani,,None,1,1,65000,Apartment,Rent
Wambugu Road,"Parklands, Westlands",None,3,3,130000,Apartment,Rent
KILELESHWA,Kileleshwa,272 m²,4,4,200000,Apartment,Rent
Rimpa,"Mashuria, Ongata Rongai",None,2,2,30000,Apartment,Rent
Kileleshwa,,None,1,1,90000,Apartment,Rent
Westlands Area,Westlands,None,3,4,155000,Apartment,Rent
Kilimani,,None,2,2,130000,Apartment,Rent
Lavington,,None,4,6,180000,Apartment,Rent
Kilimani,,None,4,4,215000,Apartment,Rent
Off Gitanga Road,Lavington,None,2,2,85000,Apartment,Rent
Brookside,Westlands,None,3,4,350000,Apartment,Rent
Lavington,,None,4,4,360000,Apartment,Rent
KILIMANI,Kilimani,None,4,5,200000,Apartment,Rent
Kileleshwa,,None,3,3,320000,Apartment,Rent
Lavington,,None,2,2,250000,Apartment,Rent
Kilimani,,None,3,3,300000,Apartment,Rent
Rosslyn,Westlands,None,2,2,250000,Apartment,Rent
Westlands Area,Westlands,None,2,2,220000,Apartment,Rent
Westlands Area,Westlands,None,3,3,300000,Apartment,Rent
Riverside,Westlands,110 m²,2,2,120000,Apartment,Rent
Upper Hill,,None,3,3,200000,Apartment,Rent
Upper Hill,,None,3,3,200000,Apartment,Rent
Lavington,,None,2,2,180000,Apartment,Rent
Riverside Drive,"Riverside, Westlands",None,2,2,200000,Apartment,Rent
Upper Hill,,None,2,2,200000,Apartment,Rent
Utange,Bamburi,None,3,3,30000,Apartment,Rent
01,"Kiambu road, Kiambu Road",None,2,2,45000,Apartment,Rent
Argwings Kodhek road,Lavington,None,3,3,100000,Apartment,Rent
Argwings Kodhek road,Lavington,None,2,2,80000,Apartment,Rent
Argwings Kodhek road,Lavington,None,1,1,65000,Apartment,Rent
Lavingtone,Lavington,None,3,4,110000,Apartment,Rent
Ruaka,,None,2,2,36000,Apartment,Rent
Signature Mall - Sabaki,Mombasa Road,None,3,3,60000,Apartment,Rent
Rhapta Road,Westlands,None,2,3,115000,Apartment,Rent
Westlands Area,Westlands,None,3,3,110000,Apartment,Rent
Kilimani,,None,3,4,120000,Apartment,Rent
Kilimani,,None,1,2,160000,Apartment,Rent
Thigiri,Westlands,None,2,3,325000,Apartment,Rent
Kilimani,,None,2,2,200000,Apartment,Rent
Kilimani,,None,1,1,180000,Apartment,Rent
Kilimani,,None,3,2,120000,Apartment,Rent
Kilimani,,None,3,2,160000,Apartment,Rent
Kilimani,,None,1,1,130000,Apartment,Rent
Kileleshwa,,None,0,1,110000,Apartment,Rent
Westlands Area,Westlands,None,4,4,440000,Apartment,Rent
Westlands Area,Westlands,None,4,4,460000,Apartment,Rent
Lavington,,None,2,2,80000,Apartment,Rent
Lavington,,None,1,1,55000,Apartment,Rent
Spring Valley,Westlands,None,3,3,370000,Apartment,Rent
Gitanga road,Kileleshwa,None,5,5,250000,Apartment,Rent
0709J,"Kileleshwa Estate, Kileleshwa",None,0,1,65000,Apartment,Rent
0709J,"Kileleshwa Estate, Kileleshwa",None,2,2,70000,Apartment,Rent
Brookside,Westlands,229 m²,3,4,280000,Apartment,Rent
Rhapta Road,Westlands,229 m²,3,4,200000,Apartment,Rent
Rhapta Road,Westlands,145 m²,2,2,100000,Apartment,Rent
Kileleshwa,,139 m²,2,2,120000,Apartment,Rent
Kileleshwa,,None,1,1,75000,Apartment,Rent
Off Peponi Road,"Spring Valley, Westlands",None,2,1,180000,Apartment,Rent
Nyali Area,Nyali,None,3,4,130000,Apartment,Rent
Nyali Area,Nyali,None,3,4,170000,Apartment,Rent
Kileleshwa,,None,1,2,65000,Apartment,Rent
Westlands Area,Westlands,None,2,,150000,Apartment,Rent
Riara road,Riara Road,None,2,2,65000,Apartment,Rent
Rhapta Road,Westlands,None,3,4,350000,Apartment,Rent
Brookside drive,"Westlands Area, Westlands",260 m²,3,3,320000,Apartment,Rent
Brookside drive,"Westlands Area, Westlands",140 m²,2,2,320000,Apartment,Rent
Brookside drive,"Westlands Area, Westlands",140 m²,2,2,170000,Apartment,Rent
Rhapta rd,"Westlands Area, Westlands",134 m²,2,2,220000,Apartment,Rent
Westlands Area,Westlands,105 m²,2,2,220000,Apartment,Rent
Rosslyn,Westlands,None,3,3,250000,Apartment,Rent
Muthaiga,,None,3,3,250000,Apartment,Rent
Kileleshwa,,118 m²,2,2,110000,Apartment,Rent
Westlands Area,Westlands,107 m²,2,2,155000,Apartment,Rent
Westlands Area,Westlands,100 m²,2,2,220000,Apartment,Rent
Off Peponi Road,"Spring Valley, Westlands",350 m²,4,4,320000,Apartment,Rent
Riverside,Westlands,None,4,4,400000,Apartment,Rent
Allsops,Thika Road,None,2,2,57500,Apartment,Rent
Rosslyn,Westlands,150 m²,2,3,160000,Apartment,Rent
Off Brookside Drive,"Westlands Area, Westlands",None,4,5,160000,Apartment,Rent
Nyali,"Nyali Mombasa, Mkomani",None,2,2,42000,Apartment,Rent
Nyali Mombasa,"Nyali, Nyali Area",None,1,2,32000,Apartment,Rent
Riverside,Westlands,None,3,3,300000,Apartment,Rent
Kileleshwa,,None,3,3,320000,Apartment,Rent
Westlands Area,Westlands,None,3,3,320000,Apartment,Rent
Parklands,Westlands,None,3,2,130000,Apartment,Rent
Syokimau,,None,3,3,150000,Apartment,Rent
Kileleshwa,,None,3,,180000,Apartment,Rent
Kileleshwa,,None,2,,150000,Apartment,Rent
0708J,"Westlands Estate, Westlands Area, Westlands",None,2,2,130000,Apartment,Rent
Muthangari Area,"Westlands Area, Westlands",180 m²,2,3,135000,Apartment,Rent
Parklands,Westlands,None,3,3,125000,Apartment,Rent
Parklands,Westlands,None,5,6,180000,Apartment,Rent
Rhapta Road,Westlands,None,3,3,140000,Apartment,Rent
Parklands,Westlands,None,1,1,80000,Apartment,Rent
City mall,"Nyali Mombasa, Nyali Area, Nyali",None,3,4,180000,Apartment,Rent
Brookside,Westlands,None,4,4,160000,Apartment,Rent
Nyali citymall,"City mall, Nyali Area, Nyali",None,2,3,135000,Apartment,Rent
Kilimani,,None,4,4,120000,Apartment,Rent
Ndemi Road,Kilimani,None,2,3,85000,Apartment,Rent
Kilimani,,None,0,,140000,Apartment,Rent
Kindaruma,Kilimani,None,2,2,100000,Apartment,Rent
Beach road,"Nyali Mombasa, Nyali Area, Nyali",None,2,3,55000,Apartment,Rent
Muringa Road,Kilimani,None,2,2,200000,Apartment,Rent
Ruaka,,None,3,2,48000,Apartment,Rent
Kilimani,,None,2,2,75000,Apartment,Rent
0711J,"Denis Prit, Kilimani Estate, Kilimani",None,2,2,270000,Apartment,Rent
Westlands,Westlands Area,None,2,2,230000,Apartment,Rent
Brookside,Westlands,None,3,2,110000,Apartment,Rent
Brookside,Westlands,None,3,3,110000,Apartment,Rent
Kileleshwa,,97 m²,2,2,220000,Apartment,Rent
Lavington,,None,3,4,130000,Apartment,Rent
Kilimani,,None,1,1,55000,Apartment,Rent
Westlands Area,Westlands,None,2,1,58000,Apartment,Rent
Two Rivers,"Rosslyn, Westlands",None,3,3,250000,Apartment,Rent
Gigiri,Westlands,None,2,2,170000,Apartment,Rent
Kileleshwa,,230 m²,4,4,200000,Apartment,Rent
Brookside,Westlands,None,3,,150000,Apartment,Rent
Two Rivers,"Rosslyn, Westlands",None,3,3,250000,Apartment,Rent
Nyangumi road,Kilimani,None,2,2,190000,Apartment,Rent
Westlands Area,Westlands,58 m²,0,1,140000,Apartment,Rent
Reef,"Nyali Area, Nyali",None,3,4,130000,Apartment,Rent
Mbaazi road,Lavington,None,1,1,160000,Apartment,Rent
0710J,"Denis Prit, Kilimani Estate, Kilimani",1684 ft²,3,3,180000,Apartment,Rent
Cement Road,"Mkomani, Nyali",None,3,4,130000,Apartment,Rent
0710J,"Denis Prit, Kilimani Estate, Kilimani",1496 ft²,2,2,160000,Apartment,Rent
0710J,"Denis Prit, Kilimani Estate, Kilimani",906 ft²,1,1,100000,Apartment,Rent
0910J,"Denis Prit, Kilimani Estate, Kilimani",460 ft²,0,1,65000,Apartment,Rent
Muthaiga,,None,3,3,250000,Apartment,Rent
6th Parklands,"Parklands, Westlands",None,4,4,180000,Apartment,Rent
Westlands Area,Westlands,70 m²,1,1,250000,Apartment,Rent
Kilimani,,None,3,3,160000,Apartment,Rent
Lavington,,None,3,2,75000,Apartment,Rent
Westlands Area,Westlands,None,3,,135000,Apartment,Rent
Lavington,,None,2,2,65000,Apartment,Rent
Westlands Area,Westlands,None,2,,250000,Apartment,Rent
Parklands,Westlands,None,3,,200000,Apartment,Rent
Parklands,Westlands,None,3,,350000,Apartment,Rent
Westlands Area,Westlands,None,3,,250000,Apartment,Rent
Wood Avenue,Kilimani,None,2,2,150000,Apartment,Rent
Westlands Area,Westlands,268 m²,3,4,200000,Apartment,Rent
Kilimani,,None,4,4,110000,Apartment,Rent
Kilimani,,None,0,1,70000,Apartment,Rent
Westlands Area,Westlands,None,3,4,325000,Apartment,Rent
Langata,,None,3,3,165000,Apartment,Rent
Nyari,Westlands,None,2,2,280000,Apartment,Rent
Westlands Area,Westlands,None,3,,110000,Apartment,Rent
Muthaiga,,None,3,4,300000,Apartment,Rent
Westlands Area,Westlands,None,2,2,70000,Apartment,Rent
Westlands Area,Westlands,156 m²,2,2,300000,Apartment,Rent
Kitisuru,Westlands,None,2,3,250000,Apartment,Rent
Nyari,Westlands,None,1,1,140000,Apartment,Rent
Kileleshwa,,276 m²,4,5,200000,Apartment,Rent
Rosslyn,Westlands,None,1,1,200000,Apartment,Rent
0705J,"Kileleshwa Estate., Kileleshwa",None,2,2,110000,Apartment,Rent
Kilimani,,None,2,1,60000,Apartment,Rent
Kilimani,,None,2,2,85000,Apartment,Rent
Kileleshwa,,None,2,3,95000,Apartment,Rent
Kileleshwa,,None,2,3,85000,Apartment,Rent
Kilimani,,88 m²,1,1,150000,Apartment,Rent
Riverside,Westlands,None,1,,200000,Apartment,Rent
Westland,"Westlands Area, Westlands",None,4,4,160000,Apartment,Rent
Kilimani,,None,2,3,85000,Apartment,Rent
Westlands Area,Westlands,None,1,1,40000,Apartment,Rent
Kileleshwa,,None,3,3,180000,Apartment,Rent
Kileleshwa,,None,2,2,100000,Apartment,Rent
Lavington,,None,3,2,200000,Apartment,Rent
Riverside,Westlands,100 m²,2,2,110000,Apartment,Rent
Garden Estate,Roysambu,None,2,2,89000,Apartment,Rent
Garden Estate,Roysambu,None,2,2,100000,Apartment,Rent
Kilimani,,160 m²,4,4,449000,Apartment,Rent
Westlands Area,Westlands,None,1,,40000,Apartment,Rent
0709J,"Mbaazi Road, Lavington",None,3,4,200000,Apartment,Rent
Spring Valley,Westlands,115 m²,2,2,270000,Apartment,Rent
Kilimani,,None,2,2,100000,Apartment,Rent
Brookside drive,"Westlands Area, Westlands",135 m²,2,2,180000,Apartment,Rent
Rhapta rd,"Westlands Area, Westlands",94 m²,1,1,100000,Apartment,Rent
Lavington,,None,4,4,110000,Apartment,Rent
Rhapta rd,"Westlands Area, Westlands",137 m²,2,2,155000,Apartment,Rent
Kilimani,,None,1,2,110000,Apartment,Rent
Ameziah,"Muthiga, Kinoo, Kikuyu",30 m²,0,1,17000,Apartment,Rent
Ameziah,"Muthiga, Kinoo, Kikuyu",45 m²,1,1,27000,Apartment,Rent
Brookside drive,"Westlands Area, Westlands",270 m²,3,3,300000,Apartment,Rent
Parklands,Westlands,None,3,3,115000,Apartment,Rent
Kileleshwa,,107 m²,2,2,260000,Apartment,Rent
Tebere Crescent,Kileleshwa,240 m²,3,4,150000,Apartment,Rent
Tebere crescent,Kileleshwa,240 m²,3,4,165000,Apartment,Rent
General mathenge drive,"Westlands Area, Westlands",230 m²,3,3,150000,Apartment,Rent
Westlands Area,Westlands,None,0,,220000,Apartment,Rent
Off river side drive,"Riverside, Westlands",290 m²,3,4,160000,Apartment,Rent
Near Sarit Centre,"Westlands Area, Westlands",110 m²,2,2,70000,Apartment,Rent
Off riara road,Kilimani,260 m²,3,4,130000,Apartment,Rent
Kileleshwa,,170 m²,3,3,320000,Apartment,Rent
Westlands Area,Westlands,200 m²,3,3,115000,Apartment,Rent
Mpaka road,"Parklands, Westlands",280 m²,4,4,166000,Apartment,Rent
Off Rhapta Road,"Westlands Area, Westlands",260 m²,3,3,140000,Apartment,Rent
Rhapta road,"Westlands Area, Westlands",240 m²,3,3,134000,Apartment,Rent
Westlands Area,Westlands,None,3,3,390000,Apartment,Rent
Parklands,Westlands,None,3,3,210000,Apartment,Rent
Riverside,Westlands,None,2,2,270000,Apartment,Rent
Kileleshwa,,None,3,4,170000,Apartment,Rent
Kileleshwa,,None,4,4,220000,Apartment,Rent
Lavington,,None,3,3,130000,Apartment,Rent
Westlands Area,Westlands,110 m²,2,2,200000,Apartment,Rent
Westlands Area,Westlands,110 m²,2,2,230000,Apartment,Rent
Westlands Area,Westlands,110 m²,2,2,230000,Apartment,Rent
Lavington,,80 m²,1,1,120000,Apartment,Rent
Lavington,,70 m²,1,1,120000,Apartment,Rent
Westlands Area,Westlands,110 m²,2,2,170000,Apartment,Rent
Westlands Area,Westlands,None,1,,190000,Apartment,Rent
Riverside,Westlands,108 m²,2,2,250000,Apartment,Rent
Runda,Westlands,None,2,2,200000,Apartment,Rent
Kilimani,,70 m²,1,1,160000,Apartment,Rent
Riverside,Westlands,97 m²,2,2,150000,Apartment,Rent
Riverside,Westlands,70 m²,1,1,120000,Apartment,Rent
Riverside,Westlands,97 m²,2,2,180000,Apartment,Rent
Riverside,Westlands,170 m²,3,4,300000,Apartment,Rent
Brookside,Westlands,70 m²,1,1,150000,Apartment,Rent
Westlands Area,Westlands,110 m²,2,2,250000,Apartment,Rent
Kilimani,,180 m²,3,3,300000,Apartment,Rent
0709J,"Kileleshwa Estate, Kileleshwa",None,3,3,85000,Apartment,Rent
0709J,"Kileleshwa Estate, Kileleshwa",None,0,1,45000,Apartment,Rent
Kilimani,,None,3,2,220000,Apartment,Rent
Westlands Area,Westlands,None,2,,200000,Apartment,Rent
Parklands,Westlands,None,3,3,105000,Apartment,Rent
Brookside drive,"Westlands Area, Westlands",264 m²,3,3,280000,Apartment,Rent
Brookside drive,"Westlands Area, Westlands",260 m²,3,3,320000,Apartment,Rent
Peponi road,"Westlands Area, Westlands",None,3,3,250000,Apartment,Rent
Riverside,Westlands,None,4,4,400000,Apartment,Rent
Riverside,Westlands,None,3,3,300000,Apartment,Rent
0708J,"Kileleshwa Estate, Kileleshwa",None,1,1,60000,Apartment,Rent
Westlands Area,Westlands,None,1,1,150000,Apartment,Rent
Westlands Area,Westlands,None,2,,160000,Apartment,Rent
Westlands Area,Westlands,None,1,,100000,Apartment,Rent
Westlands Area,Westlands,None,2,,170000,Apartment,Rent
Westlands Area,Westlands,None,2,,100000,Apartment,Rent
City Park drive,"Westlands Area, Westlands",260 m²,3,3,270000,Apartment,Rent
Brookside drive,"Westlands Area, Westlands",140 m²,2,2,320000,Apartment,Rent
Riverside,Westlands,None,3,4,380000,Apartment,Rent
lavington,Lavington,None,1,1,70000,Apartment,Rent
Lavington,,None,4,4,270000,Apartment,Rent
Kileleshwa,,None,3,4,200000,Apartment,Rent
Kileleshwa,,None,2,3,110000,Apartment,Rent
Kileleshwa,,None,4,,350000,Apartment,Rent
1,"KILIMANI, Kilimani",120 m²,2,2,100000,Apartment,Rent
1,"kilimani, Kilimani",98 m²,2,3,120000,Apartment,Rent
1,"kilimani, Kilimani",100 m²,2,3,95000,Apartment,Rent
Ring road,Kileleshwa,None,3,2,90000,Apartment,Rent
Gitanga road,Lavington,None,2,2,95000,Apartment,Rent
Nyali Area,Nyali,None,3,4,110000,Apartment,Rent
Kileleshwa,,None,3,3,85000,Apartment,Rent
Rhapta Road,Westlands,None,3,4,200000,Apartment,Rent
Brookside,Westlands,None,2,3,230000,Apartment,Rent
Kileleshwa,,None,1,1,150000,Apartment,Rent
Parklands,Westlands,None,2,,170000,Apartment,Rent
Nyali centre,"city mall, Nyali Area, Nyali",2860 ft²,3,4,181000,Apartment,Rent
Kinoo,Kikuyu,None,1,1,27000,Apartment,Rent
Brookside,Westlands,None,2,3,300000,Apartment,Rent
Opposite Ngong Racecourse,Ngong Road,None,3,2,66000,Apartment,Rent
Migaa estate,"Riabai Rd., Kiambu Road",None,3,3,56000,Apartment,Rent
Kiambu Road,,None,2,2,56600,Apartment,Rent
Valley Arcade,Yaya Centre,None,1,,65000,Apartment,Rent
Valley Arcade,Yaya Centre,None,2,,85000,Apartment,Rent
Nyari,Westlands,None,3,3,340000,Apartment,Rent
Enaki,"Nyari, Westlands",None,2,2,250000,Apartment,Rent
Kilimani,,110 m²,1,1,100000,Apartment,Rent
Kilimani,,135 m²,3,4,410000,Apartment,Rent
Spring Valley,Westlands,None,3,3,240000,Apartment,Rent
Spring Valley,Westlands,None,2,2,280000,Apartment,Rent
Spring Valley,Westlands,None,2,2,280000,Apartment,Rent
Riverside,Westlands,None,2,2,110000,Apartment,Rent
Kileleshwa,,198 m²,3,3,100000,Apartment,Rent
Kileleshwa,,None,2,3,180000,Apartment,Rent
Kileleshwa,,207 m²,3,4,140000,Apartment,Rent
Riverside,Westlands,224 m²,3,4,150000,Apartment,Rent
Kilimani,,200 m²,3,4,100000,Apartment,Rent
Kileleshwa,,None,2,3,120000,Apartment,Rent
Riverside,Westlands,200 m²,3,,150000,Apartment,Rent
Rhapta Road,Westlands,None,2,3,155000,Apartment,Rent
Lavington,,None,3,,75000,Apartment,Rent
Brookside,Westlands,None,2,2,250000,Apartment,Rent
Kilimani,,330 m²,4,5,707000,Apartment,Rent
Kileleshwa,,None,3,4,140000,Apartment,Rent
Kirawa road,"Kitisuru, Westlands",150 m²,3,2,95000,Apartment,Rent
Kilimani,,164 m²,2,3,360000,Apartment,Rent
01,"Riverside, Westlands",None,3,3,160000,Apartment,Rent
Brookside,Westlands,None,2,2,180000,Apartment,Rent
Kilimani,,109 m²,1,2,336000,Apartment,Rent
Kilimani,,None,2,2,85000,Apartment,Rent
Riverside,Westlands,323 m²,4,5,350000,Apartment,Rent
Riverside,Westlands,None,3,3,350000,Apartment,Rent
Riverside,Westlands,99 m²,2,2,85000,Apartment,Rent
Kileleshwa,,145 m²,2,3,120000,Apartment,Rent
Brookside drive,"Westlands Area, Westlands",98 m²,1,1,150000,Apartment,Rent
Brookside drive,"Westlands Area, Westlands",134 m²,2,2,180000,Apartment,Rent
Brookside Drive,"Westlands Area, Westlands",None,2,2,180000,Apartment,Rent
Kilimani,,None,1,1,100000,Apartment,Rent
0703J,"Kileleshwa Estate., Kileleshwa",2358 ft²,3,3,170000,Apartment,Rent
Westlands Area,Westlands,None,2,,170000,Apartment,Rent
Brookside,Westlands,None,2,2,180000,Apartment,Rent
0703J,"Off - Gitanga road, Lavington",2969 ft²,4,4,400000,Apartment,Rent
Brookside,Westlands,None,2,2,230000,Apartment,Rent
0703J,"Lavington estate, Lavington",2669 ft²,5,5,350000,Apartment,Rent
Westlands Area,Westlands,None,3,3,320000,Apartment,Rent
City Park drive,"Westlands Area, Westlands",270 m²,3,3,270000,Apartment,Rent
Kileleshwa,,None,1,1,140000,Apartment,Rent
Riverside,Westlands,110 m²,2,2,280000,Apartment,Rent
Kileleshwa,,None,3,3,250000,Apartment,Rent
Westlands Area,Westlands,None,1,2,150000,Apartment,Rent
Riverside,Westlands,None,3,3,285000,Apartment,Rent
Kileleshwa,,None,2,2,100000,Apartment,Rent
Westlands Area,Westlands,None,0,1,100000,Apartment,Rent
Westlands Area,Westlands,None,2,2,200000,Apartment,Rent
Kilimani,,None,3,3,150000,Apartment,Rent
Westlands Area,Westlands,None,3,2,15000,Apartment,Rent
KILELESHWA,Kileleshwa,None,2,2,75000,Apartment,Rent
01,"General mathenge, General Mathenge, Westlands",None,3,3,150000,Apartment,Rent
01,"Riverside, Westlands",None,3,3,160000,Apartment,Rent
01,"kiambu road, Kiambu Road",None,3,3,50000,Apartment,Rent
Kileleshwa,,118 m²,2,2,100000,Apartment,Rent
Mandera Road,Kileleshwa,None,3,3,165000,Apartment,Rent
Kitisuru,Westlands,None,2,2,230000,Apartment,Rent
kindaruma road,Kilimani,None,3,3,150000,Apartment,Rent
Riverside lane,"Riverside, Westlands",None,3,3,350000,Apartment,Rent
Kileleshwa,,None,3,4,250000,Apartment,Rent
Parklands,Westlands,None,5,4,180000,Apartment,Rent
Waiyaki Way,"Mountain View, Westlands",None,3,2,60000,Apartment,Rent
Rhapta Road,Westlands,None,2,2,150000,Apartment,Rent
Riverside,Westlands,None,2,2,250000,Apartment,Rent
Kileleshwa,,None,2,1,200000,Apartment,Rent
Riverside,Westlands,2300 ft²,3,4,160000,Apartment,Rent
Mbaazi road,Lavington,None,1,1,160000,Apartment,Rent
city park drive,"Parklands, Westlands",None,3,3,260000,Apartment,Rent
General Mathenge,Westlands,235 m²,3,4,150000,Apartment,Rent
0701n,"Westlands, Brookside",2300 m²,3,3,160000,Apartment,Rent
01,"Riverside, Westlands",None,3,3,160000,Apartment,Rent
Runda,Westlands,None,1,,Price not found,Apartment,Rent
Riverside,Westlands,None,3,,Price not found,Apartment,Rent
Westlands Area,Westlands,None,2,,160000,Apartment,Rent
Nyari,Westlands,None,1,1,150000,Apartment,Rent
Parklands,Westlands,None,4,4,150000,Apartment,Rent
Spring Valley,Westlands,None,3,3,370000,Apartment,Rent
Kilimani,,None,3,3,120000,Apartment,Rent
5th Ngong Avenue,Upper Hill,140 m²,3,2,185000,Apartment,Rent
Kuguru Close,Kileleshwa,None,4,3,120000,Apartment,Rent
Riverside drive,"Riverside, Westlands",None,2,2,110000,Apartment,Rent
Parklands,Westlands,None,4,4,170000,Apartment,Rent
Located in parklands few minutes drive to Gigiri,"Parklands, Westlands",None,3,3,125000,Apartment,Rent
Kitisuru,Westlands,None,2,2,230000,Apartment,Rent
Kileleshwa,,200 m²,3,4,140000,Apartment,Rent
Syokimau area,Syokimau,158 m²,3,,80000,Apartment,Rent
Westlands,Westlands Area,None,1,2,120000,Apartment,Rent
Kileleshwa,,None,2,3,170000,Apartment,Rent
Isk back rd,"Kitisuru, Westlands",136 m²,2,2,240000,Apartment,Rent
City Park drive,"Westlands Area, Westlands",280 m²,3,3,320000,Apartment,Rent
Parklands Area,"Parklands, Westlands",None,2,3,150000,Apartment,Rent
Nyari,Westlands,None,1,1,185000,Apartment,Rent
Nyari,Westlands,None,3,4,340000,Apartment,Rent
Rosslyn,Westlands,None,3,3,420000,Apartment,Rent
Rosslyn,Westlands,None,2,2,170000,Apartment,Rent
Rosslyn,Westlands,None,2,2,250000,Apartment,Rent
Rosslyn,Westlands,None,2,2,220000,Apartment,Rent
Rosslyn,Westlands,None,2,2,180000,Apartment,Rent
Runda,Westlands,None,2,2,160000,Apartment,Rent
Riverside,Westlands,None,4,4,350000,Apartment,Rent
01,"Kitisuru, Westlands",None,3,3,95000,Apartment,Rent
01,"parklands, Parklands, Westlands",None,5,5,180000,Apartment,Rent
Two Rivers Mall,"Gigiri, Westlands",None,4,4,300000,Apartment,Rent
Limuru Road,"Two Rivers Mall, Gigiri, Westlands",None,3,3,250000,Apartment,Rent
Brookside,"Westlands Area, Westlands",None,3,3,200000,Apartment,Rent
Riverside Drive,"Riverside, Westlands",None,3,3,120000,Apartment,Rent
Kikambala Road,Kileleshwa,None,2,2,120000,Apartment,Rent
kindaruma road,Kilimani,None,2,2,220000,Apartment,Rent
Lantana Road,"Westlands Area, Westlands",None,2,2,250000,Apartment,Rent
Brookside drive,"Westlands Area, Westlands",260 m²,3,3,200000,Apartment,Rent
Brookside drive,"Westlands Area, Westlands",270 m²,3,3,350000,Apartment,Rent
unity west,"Tatu City, Ruiru",None,2,1,120000,Apartment,Rent
Kilimani,,None,1,,150000,Apartment,Rent
Kilimani,,None,4,,Price not found,Apartment,Rent
Kilimani,,None,2,,230000,Apartment,Rent
Parklands,Westlands,None,4,,107500,Apartment,Rent
Kileleshwa,,None,2,,Price not found,Apartment,Rent
Kileleshwa,,None,2,2,180000,Apartment,Rent
Kileleshwa,,None,3,3,310000,Apartment,Rent
Kileleshwa,,None,4,4,200000,Apartment,Rent
Lavington,,105 m²,2,3,200000,Apartment,Rent
Westlands Area,Westlands,None,3,3,400000,Apartment,Rent
limuru,"Tilisi, Limuru",None,2,2,45000,Apartment,Rent
Riverside,Westlands,None,3,4,170000,Apartment,Rent
Riverside Drive,"Riverside, Westlands",None,3,4,200000,Apartment,Rent
Riverside,Westlands,None,4,4,650000,Apartment,Rent
Westlands Area,Westlands,None,2,2,280000,Apartment,Rent
Parklands,Westlands,None,3,4,260000,Apartment,Rent
Parklands,Westlands,None,2,3,215000,Apartment,Rent
Brookside,Westlands,None,3,4,318500,Apartment,Rent
Rhapta Road,Westlands,None,2,2,220000,Apartment,Rent
0626J,"Kilimani, Denis Prit",450 ft²,0,1,70000,Apartment,Rent
0626J,"Brookside Estate, Brookside, Westlands",1800 ft²,3,3,200000,Apartment,Rent
Lavington,,110 m²,2,2,200000,Apartment,Rent
Parklands,Westlands,None,3,4,102000,Apartment,Rent
Red Hill Road,"Nyari, Westlands",None,3,3,300000,Apartment,Rent
Naivasha Road,"Riruta, Riara Road",None,3,2,45000,Apartment,Rent
Runda,Westlands,None,2,2,200000,Apartment,Rent
Mandera Road,Kileleshwa,None,2,2,95000,Apartment,Rent
Brookside,Westlands,None,3,4,200000,Apartment,Rent
School line,"Westlands Area, Westlands",None,1,1,65000,Apartment,Rent
Westlands Area,Westlands,None,2,2,195000,Apartment,Rent
Westlands Area,Westlands,None,3,4,200000,Apartment,Rent
School line,"Westlands Area, Westlands",None,2,2,75000,Apartment,Rent
Kiambu Road,Ruaka,732 ft²,1,2,46000,Apartment,Rent
Westlands Area,Westlands,None,3,,200000,Apartment,Rent
Lavington,,None,4,4,230000,Apartment,Rent
Lavington,,None,2,,200000,Apartment,Rent
Kileleshwa,,None,4,,500000,Apartment,Rent
Kileleshwa,,None,4,,500000,Apartment,Rent
Riverside,Westlands,None,2,2,150000,Apartment,Rent
kilimani,Kilimani,None,2,2,80000,Apartment,Rent
Kilimani,,None,3,3,100000,Apartment,Rent
Kilimani,,None,2,2,200000,Apartment,Rent
Kilimani,,None,1,1,150000,Apartment,Rent
Karen,,None,3,2,90000,Apartment,Rent
Riverside Drive,"Riverside, Westlands",None,2,2,110000,Apartment,Rent
