Location,Other Location Details,Size,Bedrooms,Bathrooms,Price,Property Type,Purchase Type
Kilimani,,118 m²,2,,11900000,Apartment,Sale
Kilimani,,81 m²,1,,8100000,Apartment,Sale
Kilimani,,85 m²,2,,8500000,Apartment,Sale
Mombasa-Malindi Road,Mtwapa,111 m²,2,2,7700000,Apartment,Sale
Lavington,,None,2,2,14000000,Apartment,Sale
nyayo estate,Embakasi,None,3,3,9000000,Apartment,Sale
Brookside,Westlands,None,4,4,32000000,Apartment,Sale
Westlands Area,Westlands,None,3,3,26000000,Apartment,Sale
Kileleshwa,,None,1,1,5500000,Apartment,Sale
Ruaka,,None,1,1,7000000,Apartment,Sale
Riverside drive,"Riverside, Westlands",None,3,3,18000000,Apartment,Sale
Kileleshwa,,None,4,4,22000000,Apartment,Sale
Kileleshwa,,None,1,1,9000000,Apartment,Sale
101,"kileleshwa, Kileleshwa",180 m²,3,4,15000000,Apartment,Sale
Kizingo,Mombasa Island,None,3,,19000000,Apartment,Sale
Kizingo,Mombasa Island,None,3,2,32500000,Apartment,Sale
Riverside,Westlands,None,3,4,33000000,Apartment,Sale
Riverside,Westlands,None,2,2,21000000,Apartment,Sale
Kitengela,,65 m²,2,2,3600000,Apartment,Sale
Hatheru,Lavington,None,3,3,21000000,Apartment,Sale
Rosslyn,Westlands,None,4,5,45000000,Apartment,Sale
Nyali Area,Nyali,None,2,2,10000000,Apartment,Sale
Gitanga Close,Lavington,None,4,4,38000000,Apartment,Sale
Ruaka,,None,2,1,7500000,Apartment,Sale
Ruaka,,None,3,2,10000000,Apartment,Sale
Waiyaki Way,Westlands,None,3,2,8800000,Apartment,Sale
Waiyaki Way,Westlands,None,3,2,8800000,Apartment,Sale
Nyeri Road,Kileleshwa,None,3,3,30000000,Apartment,Sale
Riverside,Westlands,None,3,3,34000000,Apartment,Sale
101,"parklands, Parklands, Westlands",207 m²,2,2,20000000,Apartment,Sale
100,Syokimau,1150 m²,2,2,8000000,Apartment,Sale
Nyali Area,Nyali,None,3,4,23000000,Apartment,Sale
Nyali Area,Nyali,None,4,5,26875000,Apartment,Sale
Nyali Area,Nyali,None,3,4,24275000,Apartment,Sale
Kilimani,,None,1,1,6200000,Apartment,Sale
South C,,None,3,3,13500000,Apartment,Sale
South C,,None,1,1,6900000,Apartment,Sale
Syokimau,,None,2,2,8500000,Apartment,Sale
Hatheru road,Lavington,None,3,3,23000000,Apartment,Sale
Parklands,Westlands,None,3,3,24000000,Apartment,Sale
Mbaazi Avenue,Lavington,1667 ft²,4,3,17000000,Apartment,Sale
Kindaruma Road,Kilimani,None,1,1,6750400,Apartment,Sale
Kilimani,,None,2,3,25500000,Apartment,Sale
Kisaju,Kitengela,50 m²,3,2,3800000,Apartment,Sale
Nyali Area,Nyali,None,3,4,40000000,Apartment,Sale
Nyali Area,Nyali,None,2,2,13000000,Apartment,Sale
Nyali Area,Nyali,None,3,4,22000000,Apartment,Sale
shanzu,"Mombasa CBD, Mombasa Island",None,2,3,7500000,Apartment,Sale
Thika Road,,None,2,2,13500000,Apartment,Sale
Nyeri road,Kileleshwa,None,1,1,5500000,Apartment,Sale
Kileleshwa,,204 m²,3,4,23300000,Apartment,Sale
Ngong Road,,None,3,3,16000000,Apartment,Sale
Kilimani,,None,3,4,26000000,Apartment,Sale
Kindaruma Rd,Kilimani,80 m²,1,2,4800000,Apartment,Sale
Othaya road,Kileleshwa,None,1,5,6500000,Apartment,Sale
Wanyee Road,Dagoretti Corner,None,1,2,2300000,Apartment,Sale
12,"Tom mboya, Kisumu",2500 m²,2,2,8500000,Apartment,Sale
200m from Nyali beach,"Nyali Area, Nyali",None,3,2,15000000,Apartment,Sale
Thika Road,,None,3,3,24000000,Apartment,Sale
Shanzu,,None,3,4,15500000,Apartment,Sale
Westlands Area,Westlands,None,3,,24000000,Apartment,Sale
Muthangari drive lavington,Lavington,None,3,5,20000000,Apartment,Sale
Riverside,Westlands,None,2,2,20000000,Apartment,Sale
Nyali Area,Nyali,None,2,3,15000000,Apartment,Sale
Nyali Area,Nyali,None,3,4,23000000,Apartment,Sale
Nyali Area,Nyali,None,3,2,12500000,Apartment,Sale
Parklands,Westlands,None,3,3,39000000,Apartment,Sale
Kikambala,,None,2,3,15000000,Apartment,Sale
Kilimani,,None,5,5,42000000,Apartment,Sale
Nyali Area,Nyali,None,3,4,20500000,Apartment,Sale
Kongowea,Nyali,None,3,4,30000000,Apartment,Sale
Kikambala,,None,2,3,15000000,Apartment,Sale
Kikambala,,None,2,3,25000000,Apartment,Sale
Kirichwa road,Kilimani,None,2,3,14000000,Apartment,Sale
Westlands Area,Westlands,None,4,5,23000000,Apartment,Sale
Kilimani,,None,5,5,53200000,Apartment,Sale
Kilimani,,None,3,2,10500000,Apartment,Sale
Kileleshwa,,None,3,3,21000000,Apartment,Sale
Dagoretti Corner,,None,0,1,2000000,Apartment,Sale
Bamburi,,None,2,3,26000000,Apartment,Sale
Nyali Area,Nyali,None,4,6,20000000,Apartment,Sale
Westlands Area,Westlands,None,3,3,15000000,Apartment,Sale
Parklands,Westlands,None,4,4,46500000,Apartment,Sale
Kilimani,,None,2,2,11150000,Apartment,Sale
Embakasi,,None,3,2,7500000,Apartment,Sale
Waiyaki Way,"Kikuyu Town, Kikuyu",None,2,2,7000000,Apartment,Sale
Westlands Area,Westlands,None,4,4,45000000,Apartment,Sale
Riverside,Westlands,None,4,2,23000000,Apartment,Sale
RUIRU KIAMBU RUIRU TOWN,"RUIRU KIAMBU RUIRU TOWN, Ruiru",75 m²,2,1,3720000,Apartment,Sale
KILIMANI,Ngong Road,None,2,2,12000000,Apartment,Sale
shanzu,Shanzu,144 m²,2,3,7500000,Apartment,Sale
Thika Road,Muthaiga,None,3,3,16000000,Apartment,Sale
Mbagathi,Madaraka,None,2,2,4000000,Apartment,Sale
Kilimani,,None,2,2,7800000,Apartment,Sale
Valley Arcade,,None,1,1,5500000,Apartment,Sale
Hendred Road,Lavington,None,3,2,17500000,Apartment,Sale
Gatundu Road,Kileleshwa,None,2,2,1750000000,Apartment,Sale
nyali,"mombasa, Mombasa CBD, Mombasa Island",1750 ft²,3,2,7750000,Apartment,Sale
Riverside,Westlands,None,3,,22000000,Apartment,Sale
Syokimau,,None,3,3,11150000,Apartment,Sale
Nyali Area,Nyali,None,3,2,12500000,Apartment,Sale
Parklands,Westlands,None,3,3,19000000,Apartment,Sale
Parklands,Westlands,None,4,3,26500000,Apartment,Sale
Good neighborhood,"Facing Karura Forest, Parklands, Westlands",None,4,5,25000000,Apartment,Sale
Mtwapa,,None,3,4,7500000,Apartment,Sale
General mathenge drive westland,"General Mathenge, Westlands",None,4,4,32000000,Apartment,Sale
Mtwapa,,None,3,2,6500000,Apartment,Sale
Kilimani,,118 m²,3,2,12500000,Apartment,Sale
Lavington,,91 m²,2,2,8800000,Apartment,Sale
Lavington,,55 m²,1,1,5500000,Apartment,Sale
Rhapta Road,Westlands,None,2,3,23000000,Apartment,Sale
Nyali Area,Nyali,None,2,2,16500000,Apartment,Sale
Parklands,Westlands,None,4,,25000000,Apartment,Sale
Kilimani,,None,2,2,8700000,Apartment,Sale
Nyali Area,Nyali,None,2,2,13000000,Apartment,Sale
Tudor,Mombasa Island,None,4,,15000000,Apartment,Sale
Brookside,Westlands,None,3,3,27000000,Apartment,Sale
Westlands Area,Westlands,500 ft²,0,1,5500000,Apartment,Sale
Lavington,,None,4,5,36500000,Apartment,Sale
Watamu,,None,2,,29000000,Apartment,Sale
Loresho,Westlands,None,4,,66000000,Apartment,Sale
Nyali Area,Nyali,None,3,3,15000000,Apartment,Sale
Nyali Area,Nyali,None,2,2,12000000,Apartment,Sale
Githunguri road,Kileleshwa,None,4,4,21000000,Apartment,Sale
Parklands,Westlands,None,5,4,31000000,Apartment,Sale
Westlands Area,Westlands,None,2,2,21700000,Apartment,Sale
Westlands Area,Westlands,None,1,1,7400000,Apartment,Sale
Muthaiga,,None,2,3,35000000,Apartment,Sale
NYERI ROAD,Kileleshwa,None,3,2,14500000,Apartment,Sale
Kileleshwa,,None,3,4,20500000,Apartment,Sale
General Mathenge,Westlands,None,3,4,27000000,Apartment,Sale
Lavington,,None,4,5,21000000,Apartment,Sale
Kilimani,,None,1,1,6500000,Apartment,Sale
Kilimani,,None,1,1,5900000,Apartment,Sale
Riverside,Westlands,None,3,4,33000000,Apartment,Sale
Kilimani,,None,3,4,24000000,Apartment,Sale
Lavington,,None,1,1,5600000,Apartment,Sale
Kileleshwa,,None,3,4,30000000,Apartment,Sale
101,"kileleshwa, Kileleshwa",200 m²,3,4,16500000,Apartment,Sale
Thika,,None,3,2,4500000,Apartment,Sale
Upper Hill,,None,2,2,12800000,Apartment,Sale
Kitengela CBD kajiado,Kitengela,None,10,,32000000,Apartment,Sale
Kileleshwa,,None,1,,6500000,Apartment,Sale
General Mathenge,Westlands,None,3,3,30000000,Apartment,Sale
Westlands Area,Westlands,None,3,2,19000000,Apartment,Sale
Athi River,,None,3,,5200000,Apartment,Sale
Nyali,Nyali Area,1000 ft²,1,2,9500000,Apartment,Sale
Nyali Area,Nyali,None,4,4,55000000,Apartment,Sale
nyali,"Nyali, Nyali Area",1100 ft²,2,2,8700000,Apartment,Sale
Kileleshwa,,None,0,1,4500000,Apartment,Sale
Nyali,"nyali, Nyali Area",450 ft²,1,1,5500000,Apartment,Sale
Kileleshwa,,None,2,2,8500000,Apartment,Sale
Riverside,Westlands,None,3,3,34000000,Apartment,Sale
11,"kileleshwa, Kileleshwa",100 m²,2,3,14500000,Apartment,Sale
Kilimani,,446 m²,5,,68700000,Apartment,Sale
Kilimani,,302 m²,5,,36750000,Apartment,Sale
Kilimani,,230 m²,4,,28500000,Apartment,Sale
Kilimani,,202 m²,3,,23250000,Apartment,Sale
Kilimani,,96 m²,2,,13050000,Apartment,Sale
Parklands,Westlands,1200 ft²,2,2,16000000,Apartment,Sale
Kilimani,,None,2,2,17500000,Apartment,Sale
Westlands Area,Westlands,None,2,2,16750000,Apartment,Sale
Nyali,"nyali, Nyali Area",700 ft²,1,1,5500000,Apartment,Sale
shanzu,Shanzu,1200 ft²,2,3,13000000,Apartment,Sale
Westlands Area,Westlands,None,4,4,37000000,Apartment,Sale
Riverside,Westlands,None,3,3,38500000,Apartment,Sale
Kilimani,,None,3,4,17000000,Apartment,Sale
nyali,"Nyali Area, Nyali",450 ft²,0,1,4100000,Apartment,Sale
Syokimau,,None,2,2,7900000,Apartment,Sale
Kasuku centre,Kileleshwa,None,4,6,27000000,Apartment,Sale
Nyali,Nyali Area,700 ft²,1,1,5500000,Apartment,Sale
Kileleshwa,,None,1,1,8500000,Apartment,Sale
Nyali Area,Nyali,None,4,5,60500000,Apartment,Sale
Nyali Area,Nyali,None,3,4,12000000,Apartment,Sale
Brookside,Westlands,None,3,3,28500000,Apartment,Sale
Parklands,Westlands,None,3,3,23000000,Apartment,Sale
Westlands Area,Westlands,None,2,1,16500000,Apartment,Sale
Starehe Affordable Housing pumwani,Pangani,63 m²,2,1,3465000,Apartment,Sale
Tatu City,Ruiru,None,1,1,5710000,Apartment,Sale
HATHERU,Lavington,None,2,1,7600000,Apartment,Sale
Tudor mwisho,"Tudor, Mombasa Island",None,3,3,12000000,Apartment,Sale
Langata,,None,3,2,16000000,Apartment,Sale
Kilimani,,106 m²,2,,11500000,Apartment,Sale
Kilimani,,130 m²,3,,14300000,Apartment,Sale
Parklands,Westlands,None,4,3,25000000,Apartment,Sale
Karura,Westlands,None,3,3,8000000,Apartment,Sale
lavington,Lavington,230 m²,3,4,21000000,Apartment,Sale
Kilimani,,None,1,1,6500000,Apartment,Sale
Langata,,None,2,2,7500000,Apartment,Sale
Kilimani,,None,4,5,22500000,Apartment,Sale
Mlolongo,,None,2,1,6000000,Apartment,Sale
Kileleshwa,,None,3,3,28000000,Apartment,Sale
Kileleshwa,,None,1,,7100000,Apartment,Sale
Naivasha Road,,61 m²,2,2,6200000,Apartment,Sale
Naivasha Road,,32 m²,1,1,3100000,Apartment,Sale
Muringa Road,Kilimani,118 m²,3,2,12900000,Apartment,Sale
Muringa Road,Kilimani,88 m²,2,2,9700000,Apartment,Sale
Riara Road,,None,0,3,5730000,Apartment,Sale
Othaya Road,Kileleshwa,220 m²,2,,11250000,Apartment,Sale
Riara Road,Kilimani,110 m²,2,2,12500000,Apartment,Sale
Riara Road,Kilimani,65 m²,1,1,6500000,Apartment,Sale
Lavington,,186 m²,3,5,22000000,Apartment,Sale
Thika,,None,3,2,4500000,Apartment,Sale
Thika Road,,None,3,3,23000000,Apartment,Sale
General Mathenge,Westlands,None,4,4,54000000,Apartment,Sale
Othaya RD,Kileleshwa,None,0,1,3800000,Apartment,Sale
Wanyee rd,Dagoretti Corner,None,1,2,2300000,Apartment,Sale
Othaya Road,Kileleshwa,None,1,5,6500000,Apartment,Sale
Westlands Area,Westlands,None,1,2,8000000,Apartment,Sale
Raphta Road,"Rhapta Road, Westlands",None,1,2,7800000,Apartment,Sale
Shanzu,,None,3,,17500000,Apartment,Sale
4th Parklands Avenue,"Parklands, Westlands",1198 ft²,2,2,15500000,Apartment,Sale
Kilimani,,None,2,2,14818262,Apartment,Sale
Kilimani,,None,0,1,6421641,Apartment,Sale
City Park drive,"Parklands, Westlands",270 m²,3,3,43000000,Apartment,Sale
kilimani,Kilimani,200 m²,2,2,16500000,Apartment,Sale
Rhapta Road,Westlands,None,2,2,19750000,Apartment,Sale
Nyali Area,Nyali,None,2,2,8500000,Apartment,Sale
Parklands,Westlands,None,2,3,17000000,Apartment,Sale
Nyali Area,Nyali,None,3,2,9500000,Apartment,Sale
Kileleshwa,,None,3,2,10500000,Apartment,Sale
Mtambo,Bamburi,None,1,1,57000000,Apartment,Sale
General Mathenge,Westlands,2800 ft²,3,3,34000000,Apartment,Sale
Uthiru kinoo waiyaki way westlands,"Uthiru Kinoo Waiyaki Way westlands, Uthiru",430 ft²,1,1,3200000,Apartment,Sale
Kilimani,,None,2,2,11000000,Apartment,Sale
Kileleshwa,,None,3,3,19000000,Apartment,Sale
Kileleshwa,,None,2,2,11000000,Apartment,Sale
Rhapta Road,Westlands,None,2,2,12500000,Apartment,Sale
Kileleshwa,,None,4,5,22000000,Apartment,Sale
Kilimani,,None,3,3,13000000,Apartment,Sale
Kilimani,,None,2,2,9900000,Apartment,Sale
Kilimani,,None,1,1,6800000,Apartment,Sale
Kilimani,,None,2,2,10000000,Apartment,Sale
Off Moyne Drive Nyali beach,"Nyali Area, Nyali",None,5,6,38000000,Apartment,Sale
Thika Road,,None,2,3,14500000,Apartment,Sale
Riverside Drive,"Riverside, Westlands",None,2,3,22000000,Apartment,Sale
Cinemax Nyali,"Mkomani, Nyali",None,3,3,12700000,Apartment,Sale
Kileleshwa,,None,3,3,22000000,Apartment,Sale
Lavington,,None,2,3,17000000,Apartment,Sale
Nyali Area,Nyali,None,3,4,21000000,Apartment,Sale
Nyali Area,Nyali,None,3,4,18000000,Apartment,Sale
Nyali Area,Nyali,None,4,4,18000000,Apartment,Sale
Riverside,Westlands,None,3,,19000000,Apartment,Sale
Kileleshwa,,None,3,3,13000000,Apartment,Sale
Kileleshwa,,None,2,2,11000000,Apartment,Sale
Kilimani,,None,2,2,9800000,Apartment,Sale
Hurlingham,Kilimani,None,3,3,12000000,Apartment,Sale
Langata,,None,2,2,7500000,Apartment,Sale
Kilimani,,None,2,,6900000,Apartment,Sale
Nyali Area,Nyali,None,0,1,3900000,Apartment,Sale
Westlands Area,Westlands,118 m²,2,3,15000000,Apartment,Sale
Westlands Area,Westlands,131 m²,2,3,16000000,Apartment,Sale
Westlands Area,Westlands,None,3,4,26000000,Apartment,Sale
Kilimani,,None,3,3,20000000,Apartment,Sale
Kilimani,,None,3,2,17500000,Apartment,Sale
Nyali Area,Nyali,None,3,4,19000000,Apartment,Sale
Mount Kenya Road,"Nyali Area, Nyali",None,3,,21000000,Apartment,Sale
Bamburi,,None,1,1,2150000,Apartment,Sale
Nyali Area,Nyali,None,3,3,21000000,Apartment,Sale
Westland,"Parklands, Westlands",99 m²,2,2,13600000,Apartment,Sale
Bamburi Mtambo,Bamburi,None,2,2,5900000,Apartment,Sale
Kindaruma road,Kilimani,None,2,2,13200000,Apartment,Sale
Diani,,480 m²,8,4,55000000,Apartment,Sale
Donholm,,110 m²,3,2,10500000,Apartment,Sale
Miran Residence,Ruaka,64 m²,2,2,5000000,Apartment,Sale
Kilimani,,None,3,2,12500000,Apartment,Sale
Kilimani,,None,2,2,9800000,Apartment,Sale
Nyali Area,Nyali,None,5,6,75000000,Apartment,Sale
Kitengela,,None,3,3,4800000,Apartment,Sale
Tudor,Mombasa Island,None,3,3,8000000,Apartment,Sale
Spring Valley,Westlands,None,5,4,98500000,Apartment,Sale
LINKS ROAD,"Nyali Area, Nyali",None,3,3,12000000,Apartment,Sale
LAVINGTON,Lavington,None,4,4,190000000,Apartment,Sale
Ruaka,,None,2,1,6500000,Apartment,Sale
Madaraka,,1400 ft²,3,2,10000000,Apartment,Sale
lavington,Lavington,150 m²,2,3,16000000,Apartment,Sale
Nyali city mall,"city mall, Nyali Area, Nyali",450 ft²,0,1,4100000,Apartment,Sale
Church Road,"Westlands Area, Westlands",2700 ft²,4,3,24000000,Apartment,Sale
Ruaka,,None,3,2,15000000,Apartment,Sale
Nyali,Nyali Area,1750 ft²,3,2,8500000,Apartment,Sale
Westlands Area,Westlands,None,2,2,11500000,Apartment,Sale
Nyali,Nyali Area,450 m²,0,1,4100000,Apartment,Sale
Nyali,Nyali Area,1250 ft²,2,3,8500000,Apartment,Sale
Embakasi,,None,2,1,25000000,Apartment,Sale
Riara,Riara Road,None,3,3,19800000,Apartment,Sale
shanzu,"Nyali Area, Nyali",1290 ft²,2,3,13000000,Apartment,Sale
Athi River,,None,2,1,4700000,Apartment,Sale
Athi River,,None,3,,6300000,Apartment,Sale
Kilimani,,None,3,4,30000000,Apartment,Sale
General Mathenge,Westlands,None,3,4,33000000,Apartment,Sale
New QUICKMART,"Nyali Area, Nyali",None,2,3,9000000,Apartment,Sale
General Mathenge,Westlands,None,4,4,100000000,Apartment,Sale
Buxton,"Mombasa CBD, Mombasa Island",None,2,1,4400000,Apartment,Sale
Off Argwings Kodhek Road,Kilimani,None,3,5,24000000,Apartment,Sale
shanzu,Shanzu,1230 m²,2,3,13000000,Apartment,Sale
nyali,"Nyali Area, Nyali",1200 ft²,2,None,8500000,Apartment,Sale
Syokimau,,None,2,2,5900000,Apartment,Sale
Upper Hill,,None,3,4,27000000,Apartment,Sale
Kitisuru,Westlands,None,3,2,15000000,Apartment,Sale
Imara Daima,,None,3,2,9500000,Apartment,Sale
Kilimani,,None,1,2,5600000,Apartment,Sale
Kilimani,,None,1,1,6000000,Apartment,Sale
General Mathenge,Westlands,None,4,4,74000000,Apartment,Sale
Joyland Ruaka,Ruaka,None,2,2,6300000,Apartment,Sale
Kilimani,,None,1,1,4800000,Apartment,Sale
Kileleshwa,,None,1,1,6500000,Apartment,Sale
Lavington,,None,3,3,13000000,Apartment,Sale
Kilimani,,None,0,1,4200000,Apartment,Sale
Kahawa,Roysambu,None,3,2,12500000,Apartment,Sale
Thika Road,,None,4,4,12500000,Apartment,Sale
Parklane,"Greenwood, Nyali Area, Nyali",None,2,3,7500000,Apartment,Sale
Thika,,None,3,2,4500000,Apartment,Sale
Thika,,None,3,2,4500000,Apartment,Sale
Thika,,None,3,2,4500000,Apartment,Sale
Thika,,None,3,2,4500000,Apartment,Sale
Nyali Area,Nyali,None,3,4,40000000,Apartment,Sale
Kilimani,,None,0,1,6600000,Apartment,Sale
Kilimani,,None,1,1,5200000,Apartment,Sale
Kilimani,,None,3,3,17500000,Apartment,Sale
Kilimani,,None,2,2,13500000,Apartment,Sale
Kilimani,,None,3,3,16500000,Apartment,Sale
Kilimani,,None,2,2,7800000,Apartment,Sale
Kilimani,,None,1,2,5500000,Apartment,Sale
Tudor Creek,"Tudor, Mombasa Island",None,2,2,4000000,Apartment,Sale
Bamburi pastor Lai,Bamburi,None,3,2,4250000,Apartment,Sale
Pastor lai utange,Bamburi,None,1,1,2150000,Apartment,Sale
city mall,"Nyali, Nyali Area",65 m²,1,1,5500000,Apartment,Sale
Nyali Area,Nyali,None,2,2,8500000,Apartment,Sale
Nyali Area,Nyali,None,4,5,45000000,Apartment,Sale
Brookside,Westlands,199 m²,3,4,25000000,Apartment,Sale
Nyali centre,"city mall, Nyali Area, Nyali",450 ft²,0,1,3900000,Apartment,Sale
Nyali,"city mall, Nyali Area",1150 ft²,2,2,8000000,Apartment,Sale
Nyali,Nyali Area,1150 ft²,2,3,8500000,Apartment,Sale
Westlands Area,Westlands,None,1,1,8000000,Apartment,Sale
Kilimani,,None,1,1,8500000,Apartment,Sale
Mbanya Drive,Ruaka,None,3,2,8500000,Apartment,Sale
Old Nyali,"Nyali Area, Nyali",None,2,3,7500000,Apartment,Sale
Westlands Area,Westlands,None,1,,15000000,Apartment,Sale
Mombasa road,Syokimau,None,2,2,8700000,Apartment,Sale
Westlands road,"Brookside, Westlands",None,2,2,12000000,Apartment,Sale
Westlands road,"Brookside, Westlands",None,1,1,5500000,Apartment,Sale
Ngong Road,,None,2,2,9000000,Apartment,Sale
Lavington,,None,1,1,6000000,Apartment,Sale
Kilimani,,None,2,2,12500000,Apartment,Sale
Parklands,Westlands,None,4,4,27000000,Apartment,Sale
Shanzu,,None,2,3,16000000,Apartment,Sale
Lavington,,None,3,3,21000000,Apartment,Sale
Lavington,,None,4,4,25000000,Apartment,Sale
Lavington,,None,2,2,14500000,Apartment,Sale
Nyali Area,Nyali,None,5,5,50000000,Apartment,Sale
Nyali Area,Nyali,None,3,4,21000000,Apartment,Sale
Nyali Area,Nyali,None,5,6,45000000,Apartment,Sale
Kilimani,,None,3,4,26000000,Apartment,Sale
Signature mall,"Mombasa road, Mlolongo",None,3,3,7800000,Apartment,Sale
Mwanainchi road,Syokimau,None,3,2,7900000,Apartment,Sale
South C,,None,4,3,13500000,Apartment,Sale
South C,,None,4,3,12000000,Apartment,Sale
South C,,None,4,3,17200000,Apartment,Sale
South C,,None,2,2,12900000,Apartment,Sale
Namanga road,Kitengela,None,2,2,3500000,Apartment,Sale
Kileleshwa,,None,3,4,22000000,Apartment,Sale
Nyali Area,Nyali,None,2,3,19000000,Apartment,Sale
Rhapta Road,Westlands,None,1,1,7800000,Apartment,Sale
Kongowea,Nyali,None,3,4,23000000,Apartment,Sale
Kileleshwa,,None,4,5,20000000,Apartment,Sale
Mlolongo,,None,3,3,9000000,Apartment,Sale
Nyali Area,Nyali,None,3,4,24000000,Apartment,Sale
Mtwapa,,None,3,4,6500000,Apartment,Sale
Off Lenana Road,Kilimani,None,2,3,19000000,Apartment,Sale
Valley Arcade,Lavington,None,3,2,21000000,Apartment,Sale
Othaya Road,Lavington,257 m²,4,4,24000000,Apartment,Sale
Othaya Road,Lavington,207 m²,3,3,20000000,Apartment,Sale
General mathenge drive,"General Mathenge, Westlands",None,4,5,45000000,Apartment,Sale
Nyali Area,Nyali,None,3,3,18000000,Apartment,Sale
Lavington,,None,3,4,18000000,Apartment,Sale
Nyali Area,Nyali,None,3,3,15000000,Apartment,Sale
Westlands Area,Westlands,89 m²,2,2,12600000,Apartment,Sale
Thome,Roysambu,None,3,2,11000000,Apartment,Sale
Kileleshwa,,None,0,,4500000,Apartment,Sale
Kahawa West,Roysambu,None,2,2,7100000,Apartment,Sale
Westlands Area,Westlands,None,3,2,13500000,Apartment,Sale
Westlands Area,Westlands,None,2,2,11500000,Apartment,Sale
Kileleshwa,,None,3,2,16000000,Apartment,Sale
Kileleshwa,,None,2,2,10500000,Apartment,Sale
Embakasi,,None,3,2,7500000,Apartment,Sale
Riverside,Westlands,None,2,2,20000000,Apartment,Sale
Riverside,Westlands,None,3,3,28000000,Apartment,Sale
Nyali,Nyali Area,2640 ft²,3,4,18500000,Apartment,Sale
Nyali,Nyali Area,2540 ft²,3,4,23000000,Apartment,Sale
Riverside,Westlands,None,3,3,42000000,Apartment,Sale
33,"Othaya Road, Lavington",None,3,4,20000000,Apartment,Sale
67,"Othaya Road, Lavington",None,4,5,24000000,Apartment,Sale
Kiambu Town,,None,3,2,15000000,Apartment,Sale
Mombasa Road,Athi River,92 m²,2,2,6000000,Apartment,Sale
Upper Hill,,None,2,2,18500000,Apartment,Sale
South C,,None,4,3,15000000,Apartment,Sale
Lavington,,None,2,2,11500000,Apartment,Sale
Kilimani,,None,2,2,8600000,Apartment,Sale
Nyali Area,Nyali,None,2,2,8500000,Apartment,Sale
Parklands,Westlands,None,5,3,21000000,Apartment,Sale
Lavington,,None,2,2,13000000,Apartment,Sale
Lavington,,None,1,1,7500000,Apartment,Sale
villa franca,Imara Daima,None,2,1,4500000,Apartment,Sale
Gatundu crescent,Kilimani,None,3,4,20000000,Apartment,Sale
Kilimani,,None,3,3,19800000,Apartment,Sale
Kileleshwa,,None,1,1,7500000,Apartment,Sale
Westlands Area,Westlands,None,3,4,24500000,Apartment,Sale
Kilimani,,None,2,2,12500000,Apartment,Sale
Parklands,Westlands,None,4,4,700000000,Apartment,Sale
Lavington,,None,2,1,8600000,Apartment,Sale
Kilimani,,None,1,1,6000000,Apartment,Sale
Kilimani,,None,4,4,25000000,Apartment,Sale
Imara Daima,,None,3,2,13500000,Apartment,Sale
Nyali Cinemax,"Mkomani, Nyali",None,3,4,18000000,Apartment,Sale
Brookside,Westlands,2100 ft²,3,4,27500000,Apartment,Sale
Spring Valley,Westlands,None,4,4,76000000,Apartment,Sale
Chambers Road,"Chambers Road Ngara Nairobi, Ngara",5000 ft²,2,2,7900000,Apartment,Sale
Kilimani,,None,3,4,17500000,Apartment,Sale
Lavington,,None,1,1,6500000,Apartment,Sale
Lavington,,None,2,2,11000000,Apartment,Sale
Nyali Area,Nyali,None,2,2,15000000,Apartment,Sale
Kilimani,,80 m²,1,1,9800000,Apartment,Sale
Syokimau,,48 m²,1,1,4500000,Apartment,Sale
Garden Estate,Roysambu,None,1,1,2700000,Apartment,Sale
Thika road,"Garden Estate, Roysambu",None,1,1,5300000,Apartment,Sale
Garden Estate,Roysambu,None,2,2,7800000,Apartment,Sale
Thika road,"Garden Estate, Roysambu",None,1,1,3200000,Apartment,Sale
Nyali,Nyali Area,2640 ft²,3,4,17500000,Apartment,Sale
shanzu,Shanzu,2540 ft²,3,4,17000000,Apartment,Sale
Rhapta Road,Westlands,None,2,2,18000000,Apartment,Sale
Wambugu Road,"Parklands, Westlands",None,2,2,12000000,Apartment,Sale
Ruaka,,68 m²,1,1,5500000,Apartment,Sale
links road,"Nyali Area, Nyali",3336 ft²,3,4,23000000,Apartment,Sale
Parklands,Westlands,None,3,3,22500000,Apartment,Sale
Lavington,,None,3,3,20000000,Apartment,Sale
Valley Arcade,Kilimani,55 m²,1,2,7000000,Apartment,Sale
Tausi,"Westlands Road, General Mathenge, Westlands",950 ft²,2,2,12000000,Apartment,Sale
Nyali,Nyali Area,750 ft²,1,1,5500000,Apartment,Sale
Kileleshwa,,232 m²,3,3,23000000,Apartment,Sale
Brookside,Westlands,None,4,3,30000000,Apartment,Sale
Kilimani,,None,1,1,6000000,Apartment,Sale
Westlands Area,Westlands,None,1,1,5500000,Apartment,Sale
100,"Rhapta Road, Westlands Area, Westlands",180 m²,3,4,15500000,Apartment,Sale
Mtwapa,,1500 ft²,3,2,7000000,Apartment,Sale
Parklands,Westlands,None,3,2,17500000,Apartment,Sale
Parklands,Westlands,None,3,2,18500000,Apartment,Sale
Nyali,Nyali Area,2649 ft²,3,4,17600000,Apartment,Sale
Riverside,Westlands,None,2,2,12192000,Apartment,Sale
Brookside,Westlands,None,3,3,24500000,Apartment,Sale
Mombasa Road,Athi River,144 m²,3,3,9500000,Apartment,Sale
